<<<<<<< HEAD
0.560000 -0.034865 
0.570000 -0.033728 
0.580000 -0.032517 
0.590000 -0.031235 
0.600000 -0.029883 
0.610000 -0.028466 
0.620000 -0.026987 
0.630000 -0.025451 
0.640000 -0.023862 
0.650000 -0.022226 
0.660000 -0.020549 
0.670000 -0.018837 
0.680000 -0.017097 
0.690000 -0.015336 
0.700000 -0.013562 
0.710000 -0.011785 
0.720000 -0.010011 
0.730000 -0.008251 
0.740000 -0.006513 
0.750000 -0.004808 
0.760000 -0.003145 
0.770000 -0.001534 
0.780000 0.000014 
0.790000 0.001489 
0.800000 0.002880 
0.810000 0.004178 
0.820000 0.005372 
0.830000 0.006451 
0.840000 0.007407 
0.850000 0.008228 
0.860000 0.008907 
0.870000 0.009434 
0.880000 0.009802 
0.890000 0.010002 
0.900000 0.010027 
0.910000 0.009873 
0.920000 0.009535 
0.930000 0.009007 
0.940000 0.008289 
0.950000 0.007378 
0.960000 0.006274 
0.970000 0.004980 
0.980000 0.003500 
0.990000 0.001837 
1.000000 0.000000 
=======
1.000000 0.000000 
0.990000 0.003647 
0.980000 0.006919 
0.970000 0.009857 
0.960000 0.012495 
0.950000 0.014869 
0.940000 0.017008 
0.930000 0.018939 
0.920000 0.020688 
0.910000 0.022276 
0.900000 0.023723 
0.890000 0.025048 
0.880000 0.026267 
0.870000 0.027392 
0.860000 0.028437 
0.850000 0.029412 
0.840000 0.030326 
0.830000 0.031188 
0.820000 0.032002 
0.810000 0.032777 
0.800000 0.033515 
0.790000 0.034220 
0.780000 0.034896 
0.770000 0.035545 
0.760000 0.036167 
0.750000 0.036765 
0.740000 0.037338 
0.730000 0.037888 
0.720000 0.038413 
0.710000 0.038913 
0.700000 0.039389 
0.690000 0.039839 
0.680000 0.040262 
0.670000 0.040658 
0.660000 0.041026 
0.650000 0.041364 
0.640000 0.041673 
0.630000 0.041952 
0.620000 0.042200 
0.610000 0.042417 
0.600000 0.042602 
0.590000 0.042756 
0.580000 0.042879 
0.570000 0.042971 
0.560000 0.043033 
0.550000 0.043065 
0.540000 0.043069 
0.530000 0.043045 
0.520000 0.042995 
0.510000 0.042920 
0.500000 0.042822 
0.490000 0.042703 
0.480000 0.042565 
0.470000 0.042409 
0.460000 0.042238 
0.450000 0.042054 
0.440000 0.041859 
0.430000 0.041655 
0.420000 0.041445 
0.410000 0.041230 
0.400000 0.041012 
0.390000 0.040794 
0.380000 0.040576 
0.370000 0.040361 
0.360000 0.040150 
0.350000 0.039944 
0.340000 0.039743 
0.330000 0.039549 
0.320000 0.039360 
0.310000 0.039178 
0.300000 0.039000 
0.290000 0.038826 
0.280000 0.038655 
0.270000 0.038483 
0.260000 0.038308 
0.250000 0.038128 
0.240000 0.037937 
0.230000 0.037731 
0.220000 0.037505 
0.210000 0.037254 
0.200000 0.036971 
0.190000 0.036648 
0.180000 0.036279 
0.170000 0.035853 
0.160000 0.035363 
0.150000 0.034798 
0.140000 0.034148 
0.130000 0.033401 
0.120000 0.032545 
0.110000 0.031567 
0.100000 0.030452 
0.090000 0.029185 
0.080000 0.027750 
0.070000 0.026124 
0.060000 0.024285 
0.050000 0.022199 
0.040000 0.019821 
0.030000 0.017075 
0.020000 0.013811 
0.010000 0.009629 
0.000000 0.000000 
0.000000 0.000000 
0.010000 -0.013826 
0.020000 -0.019135 
0.030000 -0.022919 
0.040000 -0.025869 
0.050000 -0.028261 
0.060000 -0.030243 
0.070000 -0.031907 
0.080000 -0.033318 
0.090000 -0.034523 
0.100000 -0.035557 
0.110000 -0.036452 
0.120000 -0.037230 
0.130000 -0.037912 
0.140000 -0.038514 
0.150000 -0.039053 
0.160000 -0.039538 
0.170000 -0.039982 
0.180000 -0.040394 
0.190000 -0.040780 
0.200000 -0.041147 
0.210000 -0.041499 
0.220000 -0.041842 
0.230000 -0.042178 
0.240000 -0.042509 
0.250000 -0.042836 
0.260000 -0.043160 
0.270000 -0.043480 
0.280000 -0.043796 
0.290000 -0.044106 
0.300000 -0.044409 
0.310000 -0.044701 
0.320000 -0.044981 
0.330000 -0.045244 
0.340000 -0.045488 
0.350000 -0.045708 
0.360000 -0.045900 
0.370000 -0.046061 
0.380000 -0.046186 
0.390000 -0.046271 
0.400000 -0.046311 
0.410000 -0.046303 
0.420000 -0.046241 
0.430000 -0.046122 
0.440000 -0.045942 
0.450000 -0.045697 
0.460000 -0.045384 
0.470000 -0.044999 
0.480000 -0.044539 
0.490000 -0.044003 
0.500000 -0.043387 
0.510000 -0.042690 
0.520000 -0.041911 
0.530000 -0.041049 
0.540000 -0.040103 
0.550000 -0.039073 
0.560000 -0.037960 
0.570000 -0.036766 
0.580000 -0.035492 
0.590000 -0.034139 
0.600000 -0.032712 
0.610000 -0.031214 
0.620000 -0.029648 
0.630000 -0.028020 
0.640000 -0.026333 
0.650000 -0.024595 
0.660000 -0.022812 
0.670000 -0.020989 
0.680000 -0.019135 
0.690000 -0.017258 
0.700000 -0.015366 
0.710000 -0.013468 
0.720000 -0.011572 
0.730000 -0.009689 
0.740000 -0.007829 
0.750000 -0.006002 
0.760000 -0.004218 
0.770000 -0.002488 
0.780000 -0.000824 
0.790000 0.000764 
0.800000 0.002265 
0.810000 0.003667 
0.820000 0.004961 
0.830000 0.006134 
0.840000 0.007176 
0.850000 0.008078 
0.860000 0.008829 
0.870000 0.009421 
0.880000 0.009844 
0.890000 0.010091 
0.900000 0.010155 
0.910000 0.010029 
0.920000 0.009710 
0.930000 0.009191 
0.940000 0.008473 
0.950000 0.007552 
0.960000 0.006430 
0.970000 0.005108 
0.980000 0.003592 
0.990000 0.001886 
1.000000 0.000000 
>>>>>>> 6d113b12df4c1063f56ceea7bdd7d31ea5d53b97
